Frame	Occidentary	Time	Encounter Slot	PID	!!!	Nature	Ability	HP	Atk	Def	SpA	SpD	Spe	Hidden	Power	50% F	12.5%F	25% F	75% F	
128287	128332	35:38.11	1	39C80961		Jolly	1	29	16	24	12	25	14	Steel	35	F	M	M	F	
128288	128297	35:38.13	1	622E0B47		Hasty	1	26	14	25	24	30	1	Poison	52	F	M	M	F	
128289	128482	35:38.15	0	B96FEC06		Adamant	0	30	2	28	20	27	25	Water	52	F	F	F	F	
128290	128301	35:38.16	0	FAECC495		Gentle	1	30	6	29	0	9	13	Grass	31	M	M	M	F	
128291	128328	35:38.18	1	193BF769		Hasty	1	11	4	10	8	30	24	Fighting	53	F	M	M	F	
128292	128325	35:38.20	1	91BC7CC7		Docile	1	28	16	14	27	29	9	Ice	42	M	M	M	M	
128293	128324	35:38.21	2	7CC7DC6F		Naughty	1	28	13	4	16	14	28	Fighting	50	F	M	M	F	
128294	128323	35:38.23	0	DC6F8413		Brave	1	7	6	31	13	4	28	Bug	34	F	F	F	F	
128295	128342	35:38.25	1	3ACE1E3F		Serious	1	7	5	23	15	14	21	Steel	63	F	M	M	F	
128296	128315	35:38.26	1	F5D0DB25		Lax	1	6	28	22	29	24	7	Bug	38	F	M	F	F	
128297	128336	35:38.28	2	676B8245		Quirky	1	19	25	2	23	15	25	Dragon	63	F	M	M	F	
128298	128369	35:38.30	0	D92DBA6A		Naive	0	25	8	18	7	13	25	Ice	42	F	M	M	F	
128299	128310	35:38.31	1	4E5394FB		Hardy	1	29	7	31	15	6	1	Steel	64	M	M	M	M	
128300	128331	35:38.33	2	09617918		Hasty	0	8	14	14	16	24	29	Flying	33	F	F	F	F	
128301	128328	35:38.35	0	193BF769		Hasty	1	11	4	10	8	30	24	Fighting	53	F	M	M	F	
128302	128537	35:38.36	0	FBC74A37		Naughty	1	13	27	15	19	26	12	Bug	64	F	M	F	F	
128303	128306	35:38.38	2	5650E17E		Relaxed	0	5	17	20	9	13	0	Psychic	30	F	M	M	F	
128304	128407	35:38.40	0	AA08E4E1		Lonely	1	21	15	11	30	31	3	Electric	69	M	M	M	M	
128305	128322	35:38.41	0	84136A0E		Gentle	0	15	3	23	6	31	7	Electric	70	F	F	F	F	
128306	128309	35:38.43	0	94FBB520		Sassy	0	19	18	19	7	31	29	Dragon	64	F	M	F	F	
128307	128436	35:38.45	3	A44DB6FF		Bashful	1	0	24	12	0	18	9	Flying	50	M	M	M	M	
128308	128369	35:38.46	3	D92DBA6A		Naive	0	25	8	18	7	13	25	Ice	42	F	M	M	F	
128309	128360	35:38.48	1	96F0D27E		Lonely	0	18	17	23	26	28	27	Ground	48	F	M	M	F	
128310	128385	35:38.50	0	941CF1FA		Sassy	0	3	11	1	0	17	17	Electric	31	M	M	M	M	
128311	128442	35:38.51	1	0795644A		Hardy	0	12	23	20	0	27	24	Fire	51	F	M	M	F	
128312	128537	35:38.53	3	FBC74A37		Naughty	1	13	27	15	19	26	12	Bug	64	F	M	F	F	
128313	128360	35:38.55	0	96F0D27E		Lonely	0	18	17	23	26	28	27	Ground	48	F	M	M	F	
128314	128329	35:38.56	1	288B193B		Adamant	1	24	8	30	11	2	1	Bug	63	F	M	F	F	
128315	128348	35:38.58	0	F90DD389		Bold	1	11	5	21	9	6	22	Bug	56	M	M	M	F	
128316	128537	35:38.60	0	FBC74A37		Naughty	1	13	27	15	19	26	12	Bug	64	F	M	F	F	
128317	128324	35:38.61	0	7CC7DC6F		Naughty	1	28	13	4	16	14	28	Fighting	50	F	M	M	F	
128318	128339	35:38.63	1	B77DBEF9		Quiet	1	16	30	9	17	7	31	Dragon	56	M	M	M	M	
128319	128436	35:38.65	0	A44DB6FF		Bashful	1	0	24	12	0	18	9	Flying	50	M	M	M	M	
128320	128371	35:38.66	2	B4F9C919		Hardy	1	13	12	30	29	20	27	Bug	37	F	F	F	F	
128321	128328	35:38.68	2	193BF769		Hasty	1	11	4	10	8	30	24	Fighting	53	F	M	M	F	
128322	128325	35:38.70	1	91BC7CC7		Docile	1	28	16	14	27	29	9	Ice	42	M	M	M	M	
128323	128436	35:38.71	0	A44DB6FF		Bashful	1	0	24	12	0	18	9	Flying	50	M	M	M	M	
128324	128327	35:38.73	0	F7693A1C		Impish	0	27	9	6	4	10	11	Poison	58	F	F	F	F	
128325	128360	35:38.75	1	96F0D27E		Lonely	0	18	17	23	26	28	27	Ground	48	F	M	M	F	
128326	128337	35:38.76	0	0B33676B		Serious	1	25	23	15	27	13	29	Dark	43	F	M	M	F	
128327	128484	35:38.78	1	6E99705E		Lax	0	0	27	31	5	10	22	Bug	59	F	M	M	F	
128328	128537	35:38.80	0	FBC74A37		Naughty	1	13	27	15	19	26	12	Bug	64	F	M	F	F	
128329	128442	35:38.81	1	0795644A		Hardy	0	12	23	20	0	27	24	Fire	51	F	M	M	F	
128330	128407	35:38.83	1	AA08E4E1		Lonely	1	21	15	11	30	31	3	Electric	69	M	M	M	M	
128331	128344	35:38.85	0	B9F5DCA7		Quiet	1	23	9	3	29	2	29	Steel	53	M	M	M	F	
128332	128355	35:38.86	0	C6C3AB2E		Timid	0	13	8	13	27	25	31	Dragon	45	F	M	F	F	
128333	128358	35:38.88	2	8E22677F		Mild	1	30	19	20	23	5	16	Electric	42	M	M	M	F	
128334	128415	35:38.90	2	18EB67ED		Quirky	1	29	13	16	3	25	31	Dragon	45	M	M	M	M	
128335	128442	35:38.91	1	0795644A		Hardy	0	12	23	20	0	27	24	Fire	51	F	M	M	F	
128336	128339	35:38.93	1	B77DBEF9		Quiet	1	16	30	9	17	7	31	Dragon	56	M	M	M	M	
128337	128372	35:38.95	1	F98DB4F9		Naive	1	27	29	20	16	20	16	Fighting	30	M	M	M	M	
128338	128383	35:38.96	1	EBFD1261		Careful	1	26	15	28	0	5	28	Fire	31	F	M	M	F	
128339	128344	35:38.98	2	B9F5DCA7		Quiet	1	23	9	3	29	2	29	Steel	53	M	M	M	F	
128340	128345	35:39.00	1	0D37B9F5		Bashful	1	29	29	2	28	20	9	Poison	32	M	M	M	M	
128341	128396	35:39.01	2	7395D89A		Naughty	0	5	26	13	2	6	22	Flying	66	M	M	M	F	
128342	128367	35:39.03	1	A0F41174		Serious	0	10	19	14	9	22	13	Ghost	54	F	M	M	F	
128343	128348	35:39.05	1	F90DD389		Bold	1	11	5	21	9	6	22	Bug	56	M	M	M	F	
128344	128363	35:39.06	2	115CF35B		Impish	1	5	10	0	23	26	13	Bug	61	F	M	M	F	
128345	128422	35:39.08	0	E0F6D375		Careful	1	19	7	11	14	1	0	Water	44	F	M	M	F	
128346	128351	35:39.10	2	07431936		Adamant	0	6	13	2	0	11	25	Grass	53	F	M	F	F	
128347	128438	35:39.11	1	48093300		Relaxed	0	15	16	29	15	2	17	Ghost	61	F	F	F	F	
128348	128371	35:39.13	1	B4F9C919		Hardy	1	13	12	30	29	20	27	Bug	37	F	F	F	F	
128349	128396	35:39.15	1	7395D89A		Naughty	0	5	26	13	2	6	22	Flying	66	M	M	M	F	
128350	128391	35:39.16	1	3F4994D2		Lax	0	15	3	25	20	21	11	Electric	36	M	M	M	M	
128351	128370	35:39.18	1	C919D92D		Jolly	1	25	7	13	12	30	13	Ground	51	F	M	F	F	
128352	128369	35:39.20	1	D92DBA6A		Naive	0	25	8	18	7	13	25	Ice	42	F	M	M	F	
128353	128356	35:39.21	0	B50DC6C3		Sassy	1	31	27	25	17	3	2	Ice	57	M	M	M	M	
128354	128363	35:39.23	2	115CF35B		Impish	1	5	10	0	23	26	13	Bug	61	F	M	M	F	
128355	128376	35:39.25	0	454EF9F3		Quirky	1	10	4	10	3	13	29	Ice	43	M	M	M	M	
128356	128373	35:39.26	2	53BBF98D		Calm	1	16	16	20	15	30	19	Bug	65	M	M	M	F	
128357	128444	35:39.28	1	EC18D2EC		Hasty	0	10	30	2	29	15	2	Electric	59	M	M	M	M	
128358	128445	35:39.30	3	8BCAEC18		Hasty	0	2	29	15	1	5	21	Dragon	33	F	F	F	F	
128359	128434	35:39.31	2	D6D9178D		Modest	1	31	23	13	2	9	13	Electric	42	M	M	M	F	
128360	128403	35:39.33	2	1D4148F6		Relaxed	0	31	30	2	2	11	25	Water	64	M	M	M	M	
128361	128376	35:39.35	1	454EF9F3		Quirky	1	10	4	10	3	13	29	Ice	43	M	M	M	M	
128362	128395	35:39.36	2	D89A87EA		Rash	0	21	28	28	26	13	5	Water	40	M	M	M	M	
128363	128436	35:39.38	4	A44DB6FF		Bashful	1	0	24	12	0	18	9	Flying	50	M	M	M	M	
128364	128383	35:39.40	1	EBFD1261		Careful	1	26	15	28	0	5	28	Fire	31	F	M	M	F	
128365	128436	35:39.41	2	A44DB6FF		Bashful	1	0	24	12	0	18	9	Flying	50	M	M	M	M	
128366	128537	35:39.43	1	FBC74A37		Naughty	1	13	27	15	19	26	12	Bug	64	F	M	F	F	
128367	128392	35:39.45	1	646F3F49		Sassy	1	11	20	21	31	1	10	Psychic	45	F	M	M	F	
128368	128385	35:39.46	0	941CF1FA		Sassy	0	3	11	1	0	17	17	Electric	31	M	M	M	M	
128369	128380	35:39.48	0	18A26F31		Docile	1	2	14	29	19	4	1	Ghost	42	F	M	F	F	
128370	128537	35:39.50	3	FBC74A37		Naughty	1	13	27	15	19	26	12	Bug	64	F	M	F	F	
128371	128386	35:39.51	2	0563941C		Timid	0	17	0	17	5	12	3	Ghost	35	F	F	F	F	
128372	128381	35:39.53	0	F5C218A2		Timid	0	1	19	4	31	26	29	Ghost	61	M	M	M	F	
128373	128406	35:39.55	2	E4E12C59		Lonely	1	8	16	10	15	11	21	Ice	63	F	M	M	F	
128374	128399	35:39.56	0	78431856		Serious	0	21	22	14	30	8	19	Poison	49	F	M	M	F	
128375	128420	35:39.58	1	431220FF		Quiet	1	21	27	20	7	24	22	Rock	46	M	M	M	M	
128376	128397	35:39.60	2	37457395		Adamant	1	22	2	6	2	30	3	Flying	70	M	M	M	F	
128377	128418	35:39.61	1	08FA647F		Bold	1	31	7	8	24	16	18	Fighting	36	M	M	M	F	
128378	128405	35:39.63	1	2C598BDF		Modest	1	1	7	25	16	10	8	Flying	51	M	M	M	M	
128379	128390	35:39.65	0	94D2526F		Docile	1	9	26	15	3	25	15	Dragon	49	F	M	M	F	
128380	128477	35:39.66	1	948B610A		Naive	0	8	26	16	0	6	2	Fighting	56	F	F	F	F	
128381	128418	35:39.68	0	08FA647F		Bold	1	31	7	8	24	16	18	Fighting	36	M	M	M	F	
128382	128499	35:39.70	0	DD7951D2		Jolly	0	31	12	28	16	22	10	Fighting	56	M	M	M	M	
128383	128416	35:39.71	0	C1BD18EB		Gentle	1	31	3	25	7	2	26	Bug	67	M	M	M	M	
128384	128393	35:39.73	0	568B646F		Mild	1	10	31	1	4	22	26	Flying	57	F	M	M	F	
128385	128396	35:39.75	1	7395D89A		Naughty	0	5	26	13	2	6	22	Flying	66	M	M	M	F	
128386	128435	35:39.76	0	B6FFD6D9		Bashful	1	13	2	9	24	12	0	Flying	31	M	M	M	M	
128387	128426	35:39.78	1	2E0D38FE		Rash	0	3	6	6	9	19	31	Ice	59	M	M	M	M	
128388	128397	35:39.80	2	37457395		Adamant	1	22	2	6	2	30	3	Flying	70	M	M	M	F	
128389	128422	35:39.81	0	E0F6D375		Careful	1	19	7	11	14	1	0	Water	44	F	M	M	F	
128390	128407	35:39.83	0	AA08E4E1		Lonely	1	21	15	11	30	31	3	Electric	69	M	M	M	M	
128391	128444	35:39.85	3	EC18D2EC		Hasty	0	10	30	2	29	15	2	Electric	59	M	M	M	M	
128392	128411	35:39.86	0	C86F6AAD		Bold	1	14	6	17	22	12	20	Fighting	42	M	M	M	F	
128393	128426	35:39.88	0	2E0D38FE		Rash	0	3	6	6	9	19	31	Ice	59	M	M	M	M	
128394	128431	35:39.90	1	345A1DFE		Hardy	0	19	13	25	28	5	13	Electric	30	M	M	M	M	
128395	128536	35:39.91	2	4A37695F		Naive	1	7	30	30	27	15	13	Ice	64	F	M	M	F	
128396	128415	35:39.93	1	18EB67ED		Quirky	1	29	13	16	3	25	31	Dragon	45	M	M	M	M	
128397	128418	35:39.95	2	08FA647F		Bold	1	31	7	8	24	16	18	Fighting	36	M	M	M	F	
128398	128413	35:39.96	1	B2D4C4CE		Serious	0	13	31	25	7	6	11	Steel	66	M	M	M	M	
128399	128444	35:39.98	0	EC18D2EC		Hasty	0	10	30	2	29	15	2	Electric	59	M	M	M	M	
128400	128451	35:40.00	2	9E36F03B		Gentle	1	1	31	8	27	31	24	Psychic	61	F	M	F	F	
128401	128482	35:40.01	1	B96FEC06		Adamant	0	30	2	28	20	27	25	Water	52	F	F	F	F	
128402	128477	35:40.03	1	948B610A		Naive	0	8	26	16	0	6	2	Fighting	56	F	F	F	F	
128403	128438	35:40.05	1	48093300		Relaxed	0	15	16	29	15	2	17	Ghost	61	F	F	F	F	
128404	128453	35:40.06	2	FF78A3E1		Adamant	1	20	10	2	21	15	1	Ice	54	M	M	M	M	
128405	128436	35:40.08	0	A44DB6FF		Bashful	1	0	24	12	0	18	9	Flying	50	M	M	M	M	
128406	128453	35:40.10	1	FF78A3E1		Adamant	1	20	10	2	21	15	1	Ice	54	M	M	M	M	
128407	128450	35:40.11	2	F03BB3AA		Impish	0	22	17	7	31	8	1	Steel	43	M	M	M	F	
128408	128495	35:40.13	0	0F7F48BC		Relaxed	0	10	23	24	30	19	31	Grass	67	M	M	M	F	
128409	128484	35:40.15	0	6E99705E		Lax	0	0	27	31	5	10	22	Bug	59	F	M	M	F	
128410	128445	35:40.16	0	8BCAEC18		Hasty	0	2	29	15	1	5	21	Dragon	33	F	F	F	F	
128411	128438	35:40.18	0	48093300		Relaxed	0	15	16	29	15	2	17	Ghost	61	F	F	F	F	
128412	128503	35:40.20	0	0A92667F		Bold	1	10	0	10	23	15	5	Ice	63	M	M	M	F	
128413	128418	35:40.21	2	08FA647F		Bold	1	31	7	8	24	16	18	Fighting	36	M	M	M	F	
128414	128537	35:40.23	2	FBC74A37		Naughty	1	13	27	15	19	26	12	Bug	64	F	M	F	F	
128415	128502	35:40.25	0	667FDA0A		Sassy	0	18	20	2	0	10	10	Fighting	58	F	F	F	F	
128416	128437	35:40.26	1	3300A44D		Brave	1	9	0	18	16	29	15	Water	37	F	M	M	F	
128417	128422	35:40.28	3	E0F6D375		Careful	1	19	7	11	14	1	0	Water	44	F	M	M	F	
128418	128433	35:40.30	0	178DE5B3		Sassy	1	25	22	21	23	13	31	Dragon	46	M	M	M	F	
128419	128518	35:40.31	3	5DE39015		Calm	1	17	21	23	7	9	10	Ice	47	F	F	F	F	
128420	128449	35:40.33	1	B3AA47F8		Impish	0	27	1	28	17	7	22	Psychic	56	M	M	M	M	
128421	128434	35:40.35	1	D6D9178D		Modest	1	31	23	13	2	9	13	Electric	42	M	M	M	F	
128422	128431	35:40.36	0	345A1DFE		Hardy	0	19	13	25	28	5	13	Electric	30	M	M	M	M	
128423	128502	35:40.38	2	667FDA0A		Sassy	0	18	20	2	0	10	10	Fighting	58	F	F	F	F	
128424	128457	35:40.40	1	00F4A2EA		Modest	0	12	8	8	27	31	30	Electric	65	M	M	M	M	
128425	128536	35:40.41	1	4A37695F		Naive	1	7	30	30	27	15	13	Ice	64	F	M	M	F	
128426	128495	35:40.43	2	0F7F48BC		Relaxed	0	10	23	24	30	19	31	Grass	67	M	M	M	F	
128427	128436	35:40.45	2	A44DB6FF		Bashful	1	0	24	12	0	18	9	Flying	50	M	M	M	M	
128428	128503	35:40.46	0	0A92667F		Bold	1	10	0	10	23	15	5	Ice	63	M	M	M	F	
128429	128482	35:40.48	1	B96FEC06		Adamant	0	30	2	28	20	27	25	Water	52	F	F	F	F	
128430	128437	35:40.50	2	3300A44D		Brave	1	9	0	18	16	29	15	Water	37	F	M	M	F	
128431	128482	35:40.51	1	B96FEC06		Adamant	0	30	2	28	20	27	25	Water	52	F	F	F	F	
128432	128537	35:40.53	0	FBC74A37		Naughty	1	13	27	15	19	26	12	Bug	64	F	M	F	F	
128433	128488	35:40.55	0	07F5CB7E		Lonely	0	20	14	31	1	24	15	Ghost	38	F	M	M	F	
128434	128443	35:40.56	0	D2EC0795		Sassy	1	24	0	27	30	2	10	Fighting	68	M	M	M	F	
128435	128444	35:40.58	0	EC18D2EC		Hasty	0	10	30	2	29	15	2	Electric	59	M	M	M	M	
128436	128525	35:40.60	1	6E0DFFAD		Docile	1	3	11	18	22	2	29	Poison	64	M	M	M	F	
128437	128440	35:40.61	1	89F1760F		Mild	1	10	2	25	28	1	21	Grass	31	F	F	F	F	
128438	128521	35:40.63	1	5307A4EA		Careful	0	30	21	11	26	14	14	Flying	68	M	M	M	M	
128439	128506	35:40.65	1	AEAD3EE5		Jolly	1	2	18	3	17	22	9	Ghost	54	M	M	M	M	
128440	128487	35:40.66	0	CB7EA8B6		Quirky	0	21	31	1	14	31	20	Water	61	M	M	M	F	
128441	128478	35:40.68	0	4348948B		Mild	1	2	0	6	29	29	18	Electric	38	M	M	M	F	
128442	128451	35:40.70	1	9E36F03B		Gentle	1	1	31	8	27	31	24	Psychic	61	F	M	F	F	
128443	128524	35:40.71	1	FFAD3B4E		Modest	0	13	16	27	11	18	3	Ghost	68	F	M	M	F	
128444	128447	35:40.73	3	1435BFA2		Hasty	0	24	31	17	29	12	10	Bug	36	M	M	M	F	
128445	128450	35:40.75	1	F03BB3AA		Impish	0	22	17	7	31	8	1	Steel	43	M	M	M	F	
128446	128521	35:40.76	2	5307A4EA		Careful	0	30	21	11	26	14	14	Flying	68	M	M	M	M	
128447	128456	35:40.78	1	A2EA3EA1		Quirky	1	20	7	0	8	8	12	Fighting	31	M	M	M	F	
128448	128541	35:40.80	1	E90FF1FF		Rash	1	7	12	2	14	9	9	Water	43	M	M	M	M	
128449	128456	35:40.81	0	A2EA3EA1		Quirky	1	20	7	0	8	8	12	Fighting	31	M	M	M	F	
128450	128481	35:40.83	2	EC06F7B2		Brave	0	15	11	14	2	28	30	Fighting	49	M	M	M	F	
128451	128482	35:40.85	4	B96FEC06		Adamant	0	30	2	28	20	27	25	Water	52	F	F	F	F	
128452	128493	35:40.86	0	B0881CC3		Hardy	1	28	5	18	27	3	31	Ice	68	M	M	M	M	
128453	128506	35:40.88	1	AEAD3EE5		Jolly	1	2	18	3	17	22	9	Ghost	54	M	M	M	M	
128454	128475	35:40.90	0	7650287D		Impish	1	10	8	24	4	5	11	Water	35	F	M	M	F	
128455	128490	35:40.91	2	E02FFDD4		Docile	0	21	19	11	6	7	3	Electric	69	M	M	M	M	
128456	128541	35:40.93	0	E90FF1FF		Rash	1	7	12	2	14	9	9	Water	43	M	M	M	M	
128457	128538	35:40.95	0	BF6DFBC7		Timid	1	12	19	26	15	28	31	Ghost	49	M	M	M	M	
128458	128499	35:40.96	1	DD7951D2		Jolly	0	31	12	28	16	22	10	Fighting	56	M	M	M	M	
128459	128466	35:40.98	1	CF0A34C4		Bold	0	25	6	15	3	27	0	Psychic	64	M	M	M	M	
128460	128467	35:41.00	0	BCD9CF0A		Sassy	0	0	3	27	20	1	25	Grass	33	F	F	F	F	
128461	128494	35:41.01	2	48BCB088		Serious	0	31	27	3	23	24	10	Bug	49	M	M	M	F	
128462	128477	35:41.03	1	948B610A		Naive	0	8	26	16	0	6	2	Fighting	56	F	F	F	F	
128463	128634	35:41.05	1	A1DE7DA5		Impish	1	1	6	0	24	21	25	Water	31	M	M	M	F	
128464	128475	35:41.06	1	7650287D		Impish	1	10	8	24	4	5	11	Water	35	F	M	M	F	
128465	128562	35:41.08	0	4C437561		Brave	1	6	13	27	14	23	3	Grass	68	F	M	M	F	
128466	128549	35:41.10	0	0280A3E3		Calm	1	3	29	18	27	13	1	Dragon	43	M	M	M	M	
128467	128528	35:41.11	0	E3538ADD		Rash	1	6	10	4	27	16	23	Bug	47	M	M	M	M	
128468	128495	35:41.13	1	0F7F48BC		Relaxed	0	10	23	24	30	19	31	Grass	67	M	M	M	F	
128469	128562	35:41.15	1	4C437561		Brave	1	6	13	27	14	23	3	Grass	68	F	M	M	F	
128470	128479	35:41.16	1	98024348		Adamant	0	18	29	29	0	27	6	Water	56	F	M	M	F	
128471	128536	35:41.18	1	4A37695F		Naive	1	7	30	30	27	15	13	Ice	64	F	M	M	F	
128472	128489	35:41.20	0	FDD407F5		Quiet	1	15	1	24	19	11	21	Dragon	61	M	M	M	M	
128473	128524	35:41.21	0	FFAD3B4E		Modest	0	13	16	27	11	18	3	Ghost	68	F	M	M	F	
128474	128499	35:41.23	2	DD7951D2		Jolly	0	31	12	28	16	22	10	Fighting	56	M	M	M	M	
128475	128542	35:41.25	1	0987E90F		Quiet	1	9	14	9	30	20	6	Flying	46	F	F	F	F	
128476	128481	35:41.26	2	EC06F7B2		Brave	0	15	11	14	2	28	30	Fighting	49	M	M	M	F	
128477	128480	35:41.28	1	F7B29802		Quirky	0	6	0	27	11	14	15	Ghost	68	F	F	F	F	
128478	128497	35:41.30	0	4FDF62EA		Naive	0	18	14	20	11	23	25	Ice	62	M	M	M	M	
128479	128538	35:41.31	0	BF6DFBC7		Timid	1	12	19	26	15	28	31	Ghost	49	M	M	M	M	
128480	128483	35:41.33	0	705EB96F		Sassy	1	25	20	27	27	31	0	Psychic	63	F	M	M	F	
128481	128514	35:41.35	0	26DCCBFA		Gentle	0	31	0	16	22	8	2	Fighting	45	M	M	M	M	
128482	128511	35:41.36	0	927BA0A7		Mild	1	20	31	25	31	18	26	Bug	66	M	M	M	F	
128483	128506	35:41.38	1	AEAD3EE5		Jolly	1	2	18	3	17	22	9	Ghost	54	M	M	M	M	
128484	128509	35:41.40	1	F4FFDA29		Impish	1	7	5	8	19	4	27	Ghost	45	F	M	F	F	
128485	128524	35:41.41	0	FFAD3B4E		Modest	0	13	16	27	11	18	3	Ghost	68	F	M	M	F	
128486	128541	35:41.43	0	E90FF1FF		Rash	1	7	12	2	14	9	9	Water	43	M	M	M	M	
128487	128494	35:41.45	2	48BCB088		Serious	0	31	27	3	23	24	10	Bug	49	M	M	M	F	
128488	128503	35:41.46	2	0A92667F		Bold	1	10	0	10	23	15	5	Ice	63	M	M	M	F	
128489	128510	35:41.48	0	A0A7F4FF		Mild	1	27	19	4	31	25	20	Psychic	42	M	M	M	M	
128490	128505	35:41.50	2	3EE5280A		Hasty	0	13	21	11	18	3	2	Water	68	F	F	F	F	
128491	128506	35:41.51	2	AEAD3EE5		Jolly	1	2	18	3	17	22	9	Ghost	54	M	M	M	M	
128492	128543	35:41.53	1	25C90987		Quiet	1	6	30	20	15	25	14	Electric	47	M	M	M	F	
128493	128518	35:41.55	1	5DE39015		Calm	1	17	21	23	7	9	10	Ice	47	F	F	F	F	
128494	128543	35:41.56	2	25C90987		Quiet	1	6	30	20	15	25	14	Electric	47	M	M	M	F	
128495	128502	35:41.58	0	667FDA0A		Sassy	0	18	20	2	0	10	10	Fighting	58	F	F	F	F	
128496	128561	35:41.60	1	7561EA4F		Sassy	1	3	2	19	13	27	6	Psychic	59	F	M	M	F	
128497	128514	35:41.61	0	26DCCBFA		Gentle	0	31	0	16	22	8	2	Fighting	45	M	M	M	M	
128498	128561	35:41.63	1	7561EA4F		Sassy	1	3	2	19	13	27	6	Psychic	59	F	M	M	F	
128499	128534	35:41.65	1	DF5C743D		Serious	1	31	10	26	17	18	23	Bug	59	F	M	F	F	
128500	128523	35:41.66	3	3B4E2EBE		Bashful	0	13	29	31	16	27	13	Electric	52	M	M	M	F	
128501	128536	35:41.68	2	4A37695F		Naive	1	7	30	30	27	15	13	Ice	64	F	M	M	F	
128502	128525	35:41.70	0	6E0DFFAD		Docile	1	3	11	18	22	2	29	Poison	64	M	M	M	F	
128503	128552	35:41.71	0	8DD1B761		Hardy	1	19	31	29	0	5	2	Water	36	F	M	M	F	
128504	128517	35:41.73	0	9015A2C2		Lonely	0	3	15	23	21	23	17	Dark	54	M	M	M	M	
128505	128542	35:41.75	1	0987E90F		Quiet	1	9	14	9	30	20	6	Flying	46	F	F	F	F	
128506	128523	35:41.76	0	3B4E2EBE		Bashful	0	13	29	31	16	27	13	Electric	52	M	M	M	F	
128507	128642	35:41.78	0	407633DD		Quirky	1	25	1	28	3	13	10	Psychic	45	M	M	M	M	
128508	128541	35:41.80	0	E90FF1FF		Rash	1	7	12	2	14	9	9	Water	43	M	M	M	M	
128509	128562	35:41.81	1	4C437561		Brave	1	6	13	27	14	23	3	Grass	68	F	M	M	F	
128510	128587	35:41.83	0	8949DB41		Quirky	1	25	19	14	17	19	13	Dragon	54	F	M	M	F	
128511	128534	35:41.85	0	DF5C743D		Serious	1	31	10	26	17	18	23	Bug	59	F	M	F	F	
128512	128523	35:41.86	4	3B4E2EBE		Bashful	0	13	29	31	16	27	13	Electric	52	M	M	M	F	
128513	128540	35:41.88	0	F1FFEA6C		Careful	0	15	8	26	12	2	7	Poison	58	F	M	M	F	
128514	128581	35:41.90	0	3B883985		Modest	1	29	5	6	5	18	23	Ghost	57	M	M	M	F	
128515	128606	35:41.91	1	58EBDFA0		Mild	0	30	27	8	17	15	24	Electric	52	M	M	M	F	
128516	128529	35:41.93	0	9146E353		Timid	1	23	27	16	28	14	5	Poison	52	F	M	M	F	
128517	128538	35:41.95	1	BF6DFBC7		Timid	1	12	19	26	15	28	31	Ghost	49	M	M	M	M	
128518	128805	35:41.96	2	08150FA0		Lax	0	15	0	9	10	25	22	Fire	45	M	M	M	F	
128519	128658	35:41.98	0	0059B9FE		Bashful	0	21	24	10	24	20	16	Fighting	32	M	M	M	M	
128520	128535	35:42.00	0	695FDF5C		Bold	0	23	17	18	30	30	7	Poison	68	F	M	M	F	
128521	128606	35:42.01	0	58EBDFA0		Mild	0	30	27	8	17	15	24	Electric	52	M	M	M	F	
128522	128555	35:42.03	1	2FB21402		Relaxed	0	17	0	9	5	17	2	Psychic	35	F	F	F	F	
128523	128546	35:42.05	1	BECC65EE		Adamant	0	0	17	10	31	8	3	Ghost	47	M	M	M	M	
128524	128651	35:42.06	2	26AE90D4		Careful	0	14	27	28	14	17	10	Fire	47	M	M	M	M	
128525	128534	35:42.08	1	DF5C743D		Serious	1	31	10	26	17	18	23	Bug	59	F	M	F	F	
128526	128587	35:42.10	1	8949DB41		Quirky	1	25	19	14	17	19	13	Dragon	54	F	M	M	F	
128527	128614	35:42.11	2	6FFB3415		Calm	1	27	14	14	28	17	19	Water	39	F	F	F	F	
128528	128581	35:42.13	1	3B883985		Modest	1	29	5	6	5	18	23	Ghost	57	M	M	M	F	
128529	128698	35:42.15	3	E277D84B		Gentle	1	10	19	20	19	11	25	Ice	62	F	M	M	F	
128530	128539	35:42.16	2	EA6CBF6D		Serious	1	31	15	28	8	26	15	Poison	57	F	M	M	F	
128531	128534	35:42.18	1	DF5C743D		Serious	1	31	10	26	17	18	23	Bug	59	F	M	F	F	
128532	128555	35:42.20	0	2FB21402		Relaxed	0	17	0	9	5	17	2	Psychic	35	F	F	F	F	
128533	128622	35:42.21	2	F1D5B898		Bold	0	7	16	8	1	29	2	Electric	35	M	M	M	F	
128534	128585	35:42.23	1	B8027AB1		Hardy	1	1	26	22	10	2	9	Poison	64	M	M	M	F	
128535	128642	35:42.25	2	407633DD		Quirky	1	25	1	28	3	13	10	Psychic	45	M	M	M	M	
128536	128545	35:42.26	1	65EE53C6		Bold	0	12	22	15	17	10	0	Rock	54	M	M	M	M	
128537	128622	35:42.28	4	F1D5B898		Bold	0	7	16	8	1	29	2	Electric	35	M	M	M	F	
128538	128599	35:42.30	1	0DD51C44		Serious	0	26	23	28	29	14	31	Ghost	57	F	M	M	F	
128539	128582	35:42.31	0	98BD3B88		Lonely	0	23	5	18	21	30	17	Ghost	53	M	M	M	F	
128540	128611	35:42.33	0	03855B51		Jolly	1	15	25	3	0	13	21	Electric	33	F	M	M	F	
